54506.652488|2|1|728.100
54506.652488|2|2|735.000
54506.652488|2|3|720.000
54506.652488|2|4|723.000
54506.652488|3|1|725.700
54506.652488|3|2|693.600
54506.652488|3|3|733.900
54506.652488|3|4|739.500
54506.652488|4|1|734.200
54506.652488|4|2|752.600
54506.652488|4|3|749.300
54506.652488|4|4|713.700
54506.652488|6|1|740.000
54506.652488|6|2|737.400
54506.652488|6|3|748.000
54506.652488|6|4|714.900
54506.652488|7|1|742.500
54506.652488|7|2|745.100
54506.652488|7|3|722.400
54506.652488|7|4|745.400
54506.652488|8|1|728.000
54506.652488|8|2|723.100
54506.652488|8|3|719.800
54506.652488|8|4|722.400
54506.652488|9|1|745.500
54506.652488|9|2|723.500
54506.652488|9|3|718.000
54506.652488|9|4|716.500
54506.652488|10|1|743.800
54506.652488|10|2|710.200
54506.652488|10|3|714.500
54506.652488|10|4|705.500
54506.652488|11|1|744.400
54506.652488|11|2|724.000
54506.652488|11|3|663.300
54506.652488|11|4|718.500
54506.652488|12|1|735.700
54506.652488|12|2|723.200
54506.652488|12|3|707.800
54506.652488|12|4|712.700
54506.652488|13|1|716.700
54506.652488|13|2|696.300
54506.652488|13|3|711.100
54506.652488|13|4|742.000
54506.652488|14|1|715.100
54506.652488|14|2|717.700
54506.652488|14|3|727.800
54506.652488|14|4|712.900
54506.652488|15|1|749.700
54506.652488|15|2|720.300
54506.652488|15|3|642.100
54506.652488|15|4|701.700
54506.652488|16|1|713.900
54506.652488|16|2|733.800
54506.652488|16|3|726.800
54506.652488|16|4|722.400
54506.652488|17|1|732.800
54506.652488|17|2|719.500
54506.652488|17|3|696.400
54506.652488|17|4|717.400
54506.652488|18|1|697.300
54506.652488|18|2|697.900
54506.652488|18|3|707.900
54506.652488|18|4|723.400
54506.652488|19|1|740.100
54506.652488|19|2|739.800
54506.652488|19|3|719.300
54506.652488|19|4|719.200
54506.652488|20|1|727.700
54506.652488|20|2|728.900
54506.652488|20|3|734.200
54506.652488|20|4|704.200
54506.652488|22|1|750.400
54506.652488|22|2|750.600
54506.652488|22|3|738.600
54506.652488|22|4|735.100
54506.652488|23|1|727.100
54506.652488|23|2|704.900
54506.652488|23|3|739.800
54506.652488|23|4|723.400
54506.652488|24|1|717.200
54506.652488|24|2|707.900
54506.652488|24|3|741.900
54506.652488|24|4|718.500
